,time-time-1,time-time-2,time-time-3,time-time-6,time-time-9,time-time-12,time-time-24,time-time-36,time-time-48,time-time-60,time-time-72,time-time-84,time-time-96,time-time-108,time-time-120,time-time-180,time-time-240,time-time-360,time-time-480,time-time-600
2010-08-11,1.4597200709396736,1.4166853688494037,1.451619273353611,1.594280725773764,1.6841022896744107,1.7428661741727371,1.8889054975101807,1.9976133020790647,2.0951436813119972,2.186334023762227,2.2725962898618173,2.354448022827216,2.4321259979269265,2.5057774610777432,2.575527293014126,2.870493233705807,3.0899421256396145,3.3751951432710365,3.5409678963540596,3.6449894339344437
2010-09-10,1.6650782388531986,1.677562297101853,1.6898636615301617,1.7257327647608607,1.7601687693194985,1.7933116161540381,1.9152580116245668,2.0243863305082157,2.12451021782754,2.21793322163197,2.306000809539061,2.389468068397985,2.4687408103360426,2.5440305052610235,2.6154511880431532,2.9172301457191554,3.1373871973735734,3.409776858517268,3.559188163680843,3.650341063915879
2010-10-11,1.5821201146339643,1.6284957559427542,1.6678360060132649,1.7548917033930749,1.8121136630738022,1.8531325194194688,1.966496255044976,2.0709317044582765,2.176800416622425,2.279887946196613,2.3777146660638384,2.4693880102522234,2.5547728033699597,2.6340649405154144,2.7075994401446795,3.0024292005497695,3.2069918640352904,3.4588950277577726,3.6005183115400694,3.68846835891782
2010-11-11,1.7452573754051945,1.7657235996310472,1.7863636452497236,1.8490492351063106,1.9123682135789695,1.9757562949464809,2.2219991963411716,2.4453833481742766,2.6399336803461138,2.8057550786769045,2.9456310474470566,3.063248228664157,3.1623217649828788,3.2462079009558673,3.317770869205853,3.5590862838424897,3.7023149434474054,3.880307553052608,3.9923867734012926,4.068865030470886
2010-12-10,2.613000272117551,2.6257045856460675,2.6382618616089393,2.6750705316612504,2.7106234551643213,2.7449691206990923,2.871183898949574,2.9814967277427655,3.078212218641112,3.1632933085116806,3.2384117288359895,3.304991074562006,3.364243550856166,3.4172013197187,3.4647432346349194,3.643850264780856,3.76305699828646,3.9192653120824152,4.0226465340422,4.096645791069424
2011-01-11,2.0248448926028817,2.284278125319813,2.447202906636253,2.6411637211645846,2.7206858562033513,2.770940747294832,2.8958608965621275,2.9859775999968674,3.0634184793385315,3.1329562263506174,3.1964395020426672,3.2548574377652275,3.3088580563496146,3.358922897927006,3.4054383290642694,3.5948011346119606,3.7308606219418143,3.9064240632705065,4.009936166199503,4.075966697021077
2011-02-11,2.460369184746005,2.6487704278916957,2.761402598864127,2.8992527672135657,2.9614400054493144,3.0041364854203536,3.1223049464701744,3.2137184698914796,3.2933443520689116,3.364708930823954,3.4293737277268646,3.4882956712577724,3.5421720892265136,3.591559521726237,3.636924232103015,3.815865893234119,3.9381678212912057,4.087579058444019,4.171328845281513,4.223358231135643
2011-03-11,2.065407398377953,2.0501642949002,2.1486679730157308,2.397670559760955,2.525548331649224,2.6050955593386003,2.7919684366536615,2.918437113152643,3.0229324690422135,3.113922365227812,3.1947883221244626,3.267390771293159,3.3329687462604327,3.3924461789414524,3.4465593671894674,3.655201149090464,3.7932397658789396,3.9565577071793836,4.045643429516515,4.100296898914865
2011-04-11,1.8335414478454553,2.0610819446180733,2.2429567116401303,2.4798403330497534,2.57962203005491,2.6434052115502147,2.803656589789688,2.9188418573291113,3.0164397342846967,3.1026356704101894,3.179987870183533,3.2499601664199704,3.313562158327408,3.3715679035073043,3.424607524561709,3.631602502670926,3.770983992028016,3.9388359759673968,4.031807352081537,4.0892542146667425
2011-05-11,2.228759263759084,2.25665791848718,2.3479089538637474,2.530836438484541,2.6187656013414813,2.6751510677599226,2.816828284942242,2.9192812294635346,3.0068302678785743,3.084840401523976,3.155466209586625,3.219906513687467,3.27897216703433,3.333278534472985,3.3833250258936407,3.5826536883207756,3.7210678795548087,3.893083440035645,3.9909656861856955,4.052211177390545
2011-06-10,2.9379974689640935,2.9442906029534712,2.9505591902577777,2.9692152364307143,2.9876420566682906,3.0058343737061053,3.076179616020551,3.1425339969653705,3.2048551889082217,3.2632008817909326,3.31769844115097,3.368521736810741,3.415873608480393,3.4599727460155703,3.501044012214169,3.6685584139186,3.789883722412428,3.9549203748987716,4.0664100506518315,4.149519253259057
2011-07-11,2.65317462141476,2.8294474124125117,2.9423486141049295,3.107354260024271,3.1766707261636316,3.216261293903056,3.297758435267174,3.3477418641429595,3.3891580783913677,3.4266132139108305,3.461655985611788,3.494961256455143,3.5268759362959248,3.557600953875109,3.587264050633467,3.72205657809936,3.8377087630376696,4.022113602219842,4.155857319108582,4.249930841595784
2011-08-11,2.0982401787941938,2.42222643780898,2.650790051537177,3.0204083987720325,3.1823320312152994,3.270095167778376,3.4210076545183,3.4905356888663124,3.5391519357660486,3.5789724000363043,3.614046055552424,3.6461167852980045,3.6760638715744642,3.704382163456174,3.7313741473360453,3.851628526864893,3.9534945070738554,4.1159678195386,4.235138789471534,4.320581443108152
2011-09-09,2.2607182822838157,2.7075194222796455,2.978601828810908,3.3482651397126606,3.4899766757206083,3.5641630479836452,3.6888257299023306,3.7441593163912272,3.781744547697877,3.811907851072796,3.8380994223089666,3.8618046366119994,3.8837719052928428,3.9044219647804095,3.9240115952562755,4.010440272604162,4.082795583306103,4.196669678844825,4.278693136728627,4.336257575989845
2011-10-11,2.424040133064805,2.7154399732673586,2.895626242489072,3.1347961918666702,3.216189872870522,3.255994616553593,3.3305902157428946,3.37479747244736,3.411001558772255,3.4435461770359876,3.473890391580081,3.502669065716525,3.530207765797085,3.556694400493304,3.582247880812524,3.6982343164978975,3.797660823004782,3.956124050456876,4.071031742678473,4.151856612615104
2011-11-11,2.576935081839144,2.564392653184896,2.5545476877011803,2.5386009517312447,2.5384984538907625,2.5496191758330573,2.649104154067042,2.7684389581098947,2.8749430774355282,2.9638040728687636,3.037554083380088,3.0997649666667724,3.1534204671895316,3.200707205534688,3.2431617579607743,3.411319578630077,3.5381337954188323,3.7257917235909463,3.8563830134734802,3.946974349878195
2011-12-12,2.5121674225261614,2.518931074225391,2.5256594937948225,2.545635168159926,2.5653002307975497,2.584659469537012,2.6591317588175687,2.7290778121991948,2.7947748477844625,2.856485275165447,2.914457267829065,2.968925341093605,3.0201109306796106,3.068222967810138,3.1134584474270786,3.3026160710582815,3.4434840055867593,3.633490384582552,3.7560206748823193,3.847560510069541
2012-01-11,2.059655959725134,2.3550963472242494,2.490065806214805,2.619944968477825,2.6618672136074633,2.687846427279211,2.7558642955563104,2.8085485015767673,2.8562677406715125,2.901128000453892,2.9438585129541943,2.984794378816207,3.0241222442597984,3.0619622114563656,3.0984006184452664,3.2616064544827186,3.3969950970381495,3.5998678180380326,3.73210001281224,3.812205711320737
2012-02-10,1.4680589656484602,2.1485707154088503,2.445526325196259,2.702024062504692,2.7688792445165724,2.8052897140069972,2.886319953505923,2.9409206840170063,2.987876629007574,3.0309719927412058,3.071493218062964,3.1100123913590787,3.146833112997177,3.1821391374052466,3.216053843598298,3.3673492858976797,3.4924522514147642,3.679607051706876,3.801502679597867,3.875346438821664
2012-03-12,1.1424154484097981,1.9135532081366797,2.246670494457313,2.552456860551933,2.6445153902361045,2.695248781445354,2.8006665190132787,2.8660910033533504,2.920374701888316,2.969321131841186,3.014892284322368,3.0579517917948404,3.0989507410622665,3.138156295819161,3.1757431615823557,3.342883428227697,3.4807269363284665,3.68666495921026,3.8207066951236497,3.9019029567413304
2012-04-11,2.5902667809086823,2.631453544289674,2.6652094459962092,2.7338261437818128,2.771129718951708,2.7916475181804516,2.8249701004838723,2.8576821800056407,2.9003449285184626,2.947591340271684,2.995933931680454,3.0436741899454085,3.0900115831378656,3.134575677956474,3.177210538320191,3.3615689547795355,3.5042659294556984,3.702112383773579,3.826936839348142,3.909864222659094
2012-05-11,1.3553777772702076,1.923141711455991,2.1720987001052525,2.416022063267213,2.4978890515643304,2.5452119538748414,2.6501567183104147,2.720073704254099,2.7799146213645214,2.8347088270957523,2.886164484981474,2.9350399462646792,2.981736619683306,3.0264966157587385,3.069481822872695,3.2611602149953787,3.4195976160903117,3.656568221626115,3.810882322935243,3.9043511387755734
2012-06-11,1.8757748038300501,1.9118537873478416,1.942483896812625,2.010398815677179,2.0552341720541403,2.0875661496845557,2.178304377071558,2.2633561946033662,2.3506113728527,2.436591902982579,2.5191843761939903,2.597535368149817,2.6714045917624287,2.7408301016198693,2.8059760497888813,3.0756190005312622,3.272305648022422,3.5284695153040806,3.680452494103768,3.777682233039984
2012-07-11,1.6055390656704747,1.6728855280156303,1.767464279887285,1.9200343514393157,1.9881347413186476,2.0321118662013915,2.1468481661842915,2.2357735074134832,2.3166283720516585,2.392766629972223,2.4652065789031044,2.5343407877034423,2.600355196458805,2.663362790254818,2.723452691758429,2.983209093146758,3.1841329408256787,3.458481251980536,3.6259536244607946,3.733892864156167
2012-08-10,1.6433442585737192,1.9234193870540848,2.06360317059834,2.2239497731291333,2.285508580348005,2.3237143500606314,2.4188506582352556,2.489462720915268,2.5524751701409354,2.6113162759819435,2.6671640973111157,2.7205527739953816,2.771774127073732,2.821011548885903,2.868393579560391,3.0803850573696776,3.2560896788069993,3.519255163654811,3.6907479167557806,3.7946342275484044
2012-09-11,2.406794243890624,2.4217604455284025,2.436403215034737,2.4784694610766316,2.5179000015657005,2.554885671236517,2.6817568497569635,2.781714978221596,2.861950591848873,2.927815088768447,2.9832641990592426,3.0311990365114645,3.073727699312795,3.112365338194648,3.1481866571129107,3.3042737357066665,3.438705290571041,3.650801716798388,3.793899506691033,3.8891161422803515
2012-10-11,1.6795946728805309,2.0560777760346642,2.2603874367049057,2.5150369282710936,2.6124537619176937,2.6674887834856706,2.7806883870839054,2.8498911343726405,2.9069062373224,2.9581309215783524,3.0057261548165424,3.0506417350608017,3.0933725847130025,3.1342108674961144,3.1733468517647117,3.3472574790734546,3.4906048634538496,3.704704503790116,3.8440392309804094,3.9284406499705242
2012-11-12,2.056555107437096,2.4205060315822484,2.5781461021338954,2.7202668570441997,2.764188318057695,2.7913092177563033,2.8618665156356853,2.9162208234445415,2.965361235640725,3.011519165552728,3.055466400294124,3.0975568970814162,3.137987253812229,3.1768835511405844,3.2143361055052764,3.3820621036298544,3.5211857470520465,3.729644264162089,3.865514235132541,3.9478239700181073
2012-12-11,1.9282644559544115,2.314491550996953,2.499659036193335,2.6988074882352846,2.7688703231155354,2.8093269200438593,2.8986168168804003,2.9578203125111546,3.0083909500159156,3.054652126186333,3.098071689166348,3.139300858152388,3.178683973849082,3.216428432997414,3.252672677650946,3.4142669422018965,3.5478227634033423,3.7475742012715147,3.8776579452775826,3.956460153503362
2013-01-11,2.613640570153352,2.623302913626916,2.6328322802494557,2.6606485893246883,2.6873596666497557,2.71302943808743,2.8064394980046745,2.887363840382522,2.9583470929817506,3.021358076364745,3.0779216621132317,3.12922059357393,3.1761740678858015,3.219498346963626,3.2597534775567287,3.4275612972966103,3.557561524450867,3.746816687121155,3.873949206348899,3.961849024588395
2013-02-08,2.607573492233483,2.617044925985682,2.626383634010381,2.653630149891687,2.679776031020694,2.704886758229928,2.796147772964351,2.8751080815594086,2.9443510819891268,3.0058638937402393,3.0611753138233295,3.111462187115221,3.1576313577056165,3.2003827520765564,3.240257891851923,3.408389816540878,3.5409172283929107,3.736862777387398,3.8698341519891613,3.9621413964757033
2013-03-11,2.618310538861327,2.6305736359264675,2.642571075937393,2.6770445366558437,2.7093883859011347,2.739780213922104,2.8448766198095976,2.929510294325384,2.999588579087836,3.059234193695805,3.111318405832071,3.157836945741608,3.2001746304911722,3.2392913086369695,3.275852245259466,3.4324326633014968,3.558493813444091,3.745267179093061,3.8704000756177264,3.956287601050802
2013-04-11,2.3889683784735074,2.402265790221588,2.4153386497895557,2.453257294402959,2.489321282483968,2.5236465557219603,2.6456302146743127,2.7473311968529286,2.833307878657273,2.9070560857226755,2.971254465429493,3.0279538316081407,3.0787231710297585,3.1247621431424926,3.1669876876604954,3.340433105012447,3.4761292191557382,3.68083336224225,3.822717854410383,3.9212404270033048
2013-05-10,2.5965690743331997,2.6100500199670904,2.6230223494014435,2.6591158121631198,2.6914122232156252,2.7204152403871196,2.811483480802864,2.8764172818731435,2.9270369844433564,2.969991169509664,3.008927764696792,3.0457741420483995,3.08148736634967,3.1164904374390616,3.1509232447842197,3.313081047224388,3.452950492101239,3.6624224796930562,3.8002220584725745,3.8926426157441885
2013-06-09,6.248547984088865,4.957899241328825,4.320770462988804,3.6407081956840974,3.431328175669916,3.332554102854018,3.2047748916398526,3.1829141655409887,3.1869043119423694,3.20074953101447,3.2191300045596,3.2397759194785505,3.2615609796423284,3.28386691503705,3.3063292899795873,3.4153254716619057,3.5136607227682695,3.674453028952742,3.7925866299892483,3.87602798460051
2013-07-11,3.4875587939329966,3.4999543926255017,3.507629128708305,3.51122853941476,3.498451601345252,3.479277085767011,3.4092898562180487,3.377209473121516,3.369902727706337,3.3750513443356653,3.386552614618534,3.4014637503813767,3.418269234564955,3.4361261230359386,3.4545333767200486,3.5468961310271148,3.632207367465535,3.7732689259111227,3.8774848485598796,3.9512267557761356
2013-08-12,3.4155944990419074,3.4113584010057902,3.408200574304778,3.4042130868166383,3.4066997354052084,3.413827620698193,3.464977592768696,3.5224362706698313,3.571135348566854,3.609131300854894,3.638384468838555,3.661449842882509,3.6804651774164667,3.6969717766495176,3.7119964132261014,3.7800758723261043,3.8445494993633513,3.9534890162480028,4.030437158625633,4.082996735979999
2013-09-11,4.175222250218489,4.061473805365134,3.971159505430864,3.801467768914537,3.726945313168574,3.702436727717265,3.7523951815745016,3.818102801368699,3.8634435161588256,3.8961636791561043,3.9218295569777815,3.9432581981839347,3.9619164118742374,3.978628788639752,3.9938935412242236,4.056761970405464,4.106184569337805,4.181235901443811,4.23424653834741,4.271206934908803
2013-10-11,4.012368288855093,3.8768983388334086,3.776253329598474,3.609374131083674,3.551655147560165,3.5401463204259187,3.591173813738983,3.6425176269863764,3.6832268530227945,3.718495129495676,3.7506322260446403,3.780670645742662,3.8091364968449564,3.8363291695133244,3.8624344521121303,3.9799579949364072,4.08002676974705,4.238947102575155,4.353965477457541,4.434811579692058
2013-11-11,3.988863862006996,3.988668304906427,3.9897378330791082,3.9989735831979054,4.014588147623359,4.033969707446705,4.119661144139208,4.189681832338652,4.237507232218898,4.268583360918327,4.28914427370163,4.303781586085793,4.315427526162403,4.325817494428761,4.335916919340626,4.391915140773238,4.45494264936199,4.569379603860387,4.652593369273545,4.70991357620353
2013-12-11,4.631499023576733,4.580352977102706,4.534560760117604,4.424698224462314,4.3479903687675145,4.29608034719171,4.2300046343439135,4.256240376324045,4.30073928767949,4.342849390430206,4.378673783781404,4.408909360027199,4.4350650651779535,4.458444323922359,4.479978126395944,4.575047455557393,4.66033218222372,4.804469527449808,4.911986688055755,4.989706487738181
2014-01-10,5.44449581526321,5.066207982945665,4.797524558316637,4.379504503960072,4.239375996645688,4.199394210961759,4.22185336790905,4.25970852324731,4.291677476792162,4.320589262434904,4.347632317141139,4.373330490550248,4.397953152971801,4.421656282381878,4.444539006271304,4.548511964687738,4.637714822262815,4.779941771680373,4.883093168436452,4.955648075981949
2014-02-11,3.3846608194074568,3.3901275138965503,3.395886986884967,3.4147036399209982,3.4354173906171073,3.457570495636997,3.5537772069115343,3.6516311973259956,3.7437008829580116,3.827240156196154,3.901808424163615,3.9680052627122375,4.026818380770243,4.079303854568306,4.126442492505594,4.307211839362404,4.434624984740574,4.612461988377662,4.7317190722160385,4.813376985479347
2014-03-11,3.0728527466186906,3.076391933799555,3.0805893510623177,3.096697346265944,3.1172592928824696,3.14135300031062,3.259100770368535,3.388876458589662,3.5141875405699956,3.6281445003132085,3.728801857675605,3.8165893954372194,3.892933970775216,3.9595500723964916,4.018098897014534,4.233037203459236,4.3804043153655154,4.587447220836298,4.725892278381497,4.820957488665809
2014-04-11,2.9891841397974686,3.0138899311768936,3.038054867353297,3.1074214821444532,3.1723336564159452,3.233084655720808,3.4398162272126616,3.5995920276411404,3.724444286806154,3.823513793019592,3.903628863251981,3.9698266997961094,4.025787495058132,4.074179633238986,4.116926125193683,4.282576294011519,4.407540219136809,4.590853382131677,4.7118428327412865,4.792774772632742
2014-05-12,2.5605564294775682,2.6585977848828364,2.746110902993977,2.95762608414894,3.1120530918905,3.227254099815038,3.4832291539579154,3.6035585787148556,3.678151902146664,3.733063347487475,3.7777100861802704,3.816199130152637,3.850596383010902,3.882056389220047,3.9112776018652387,4.035464383737503,4.13603668585326,4.291431887302183,4.402254289114916,4.47977358923426
2014-06-11,2.948837146317463,2.932986457180826,2.9255828664467445,2.938473274781499,2.9814426962668845,3.036586760159003,3.24801351262627,3.38964541331933,3.4828880206622466,3.5503234158032573,3.603512067647417,3.6481302884421516,3.6871392371861824,3.7222079286597745,3.754345608277591,3.887791355978932,3.993978285072309,4.157826055674885,4.276247897120774,4.3611106698727555
2014-07-11,3.005769224654617,3.0325848358914835,3.058414403274123,3.130377433487372,3.1948072998688986,3.252579908868309,3.4312664612212234,3.5512973438793827,3.6353451174574984,3.6971937088562625,3.7452289501419793,3.7845575886799767,3.8182938662743084,3.848340816801418,3.87586482520822,3.993176154655021,4.091235896099707,4.2473622497687185,4.360664563101616,4.440379908460071
2014-08-11,3.4542046404917333,3.4417672591028103,3.4716160469199906,3.55737817441742,3.6038126676681306,3.6329323426889544,3.702446221040163,3.751728481425805,3.7946525606848596,3.8340624828756957,3.8709599180430456,3.9058171009876954,3.9389052376095215,3.97040412031835,4.0004460974309834,4.13197573450473,4.238201858643021,4.396247636673368,4.504979147020541,4.582160816540417
2014-09-11,3.2692795040241855,3.3398206475460723,3.398740940904615,3.5257474085494778,3.605559995382696,3.6590339040678614,3.768531939895649,3.8253220446169363,3.8673651467805046,3.903047379859939,3.935190631313973,3.9650138117894755,3.993134244471821,4.019901689384607,4.04553196167987,4.160415660465365,4.257884852666869,4.412383051879258,4.524089888866251,4.602583502601033
2014-10-11,3.6473109883937416,3.6358299479088125,3.6468582042445132,3.6852730361139368,3.706048992265033,3.717980186940898,3.7424027508696813,3.7588776914910245,3.7745508549543563,3.7906261013431513,3.807345189010564,3.8246963393907882,3.842588906326336,3.8609096697639704,3.879543829826865,3.9739945488435873,4.064380065453304,4.218024866891308,4.3332266484595445,4.417464976350174
2014-11-11,3.1231603033598536,3.1556449167784386,3.1758963402409566,3.196634319845586,3.1934582846550503,3.1857477551717404,3.172987396882139,3.1826528708230417,3.1999903788499022,3.2202465628621226,3.241737629062956,3.263713527241306,3.285781725667969,3.3077131350651228,3.3293638016834857,3.430965532462825,3.5192530521192267,3.657201961177298,3.754192815455981,3.822816082673111
2014-12-11,3.2666225603784893,3.26689705117792,3.267411671622599,3.270245058300852,3.274727303400586,3.280537934055471,3.312237603781325,3.3498330279564787,3.3876662430749525,3.423357649922428,3.456178955633326,3.486171461983937,3.513683857186939,3.5391420437899126,3.5629442466999035,3.6662627367422225,3.7534390649385014,3.889444768964784,3.982014393277133,4.0445593209101185
2015-01-12,3.55737262013732,3.5194035320657617,3.4853883453453207,3.4036634786044826,3.346430724776452,3.3075281448954468,3.256851133306161,3.2753643429418755,3.308612288111621,3.341303062924625,3.370393400894796,3.396198073721847,3.4196393255625557,3.441510889436473,3.462357943048235,3.558946185444075,3.646239767251277,3.7879046125064173,3.887780464397302,3.9570616232481286
2015-02-11,3.2032338149794146,3.1905053473458835,3.179088005178279,3.151590255467976,3.132265720109855,3.1190991180890943,3.1023526532523458,3.1106454400995815,3.125877361085434,3.1427170913622717,3.1598486722093724,3.177085006489672,3.1944742993992103,3.212058591501275,3.229831212484287,3.319374747167607,3.403870536378663,3.541568467037879,3.638185156095863,3.704960543405322
2015-03-11,3.561316974669647,3.5100547352845277,3.464321873669834,3.35522416455771,3.2794417205690274,3.2280130590496987,3.1552745258988657,3.162663822753988,3.182997947187931,3.2010479250914345,3.215712688391114,3.2287027227457914,3.241586310849809,3.2552895572120337,3.27020774210929,3.3603922142256186,3.457690603283974,3.6180017313500383,3.7242933134892606,3.793882198436838
2015-04-10,3.077247405264623,3.075744290382957,3.0684594038827706,3.062078822184776,3.0674963376604434,3.076352713343942,3.1193556937532856,3.163738772365532,3.206908184141264,3.248431024322798,3.288229626368836,3.3263239028751026,3.3627671650730733,3.3976249233818083,3.4309665703752312,3.5773047365289554,3.6952247492163752,3.8692595903939364,3.987567916517791,4.070663776637979
2015-05-11,2.289014785398809,2.3083687155517127,2.327242241021981,2.381104594172744,2.4310779049926663,2.477462263784725,2.6323856433575257,2.7488496542611927,2.837837161763969,2.907383528698199,2.9633218666916306,3.009847457487186,3.049944030928433,3.085704694751013,3.1185726830352514,3.2637140217822247,3.394342915165333,3.606615131761596,3.750493234926789,3.845783926847081
